matchId,gameCreation,gameDurationMinutes,playerIndex,championName,championId,kills,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,goldEarned,placement,item1,item2,item3,item4,item5,item6,augment1,augment2,augment3,augment4,isWinner,level
NA1_5330318261,2025-07-22T11:03:28.000Z,26,1,TwistedFate,4,4,13,7,77260,38962,37013,15054,6,Hextech Gunblade,Runecarver,Nashor's Tooth,Cryptbloom,Rod of Ages,Lich Bane,Witchful Thinking,Big Brain,Clothesline,,0,17
NA1_5330318261,2025-07-22T11:03:28.000Z,26,2,Garen,86,18,6,5,216578,91399,35625,19262,1,The Collector,Iceborn Gauntlet,Galeforce,Phantom Dancer,Immortal Shieldbow,Mortal Reminder,Executioner,From Beginning to End,Blunt Force,Frost Wraith,1,18
NA1_5330318261,2025-07-22T11:03:28.000Z,26,3,Zyra,143,2,9,16,40785,35017,35380,12517,4,Hextech Gunblade,Malignance,Pyromancer's Cloak,Liandry's Anguish,The Golden Spatula,Rylai's Crystal Scepter,ADAPt,Quest: Urf's Champion,Ice Cold,Repulsor,0,17
NA1_5330318261,2025-07-22T11:03:28.000Z,26,4,Syndra,134,2,8,3,28103,17640,20421,7029,8,Guardian's Orb,Sorcerer's Shoes,Void Staff,Luden's Companion,Cosmic Drive,Sanguine Gift,Slap Around,Phenomenal Evil,,,0,13
NA1_5330318261,2025-07-22T11:03:28.000Z,26,5,Caitlyn,51,6,5,4,35833,32672,28350,11793,7,Hellfire Hatchet,Youmuu's Ghostblade,Edge of Night,Voltaic Cyclosword,Serpent's Fang,Opportunity,Homeguard,Stats on Stats!,Ocean Soul,,0,16
NA1_5330318261,2025-07-22T11:03:28.000Z,26,6,Briar,233,4,7,5,59939,20047,29141,10009,7,Darksteel Talons,Death's Dance,Hemomancer's Helm,Zephyr,Arcane Sweeper,,Leg Day,Firebrand,Scoped Weapons,,0,16
NA1_5330318261,2025-07-22T11:03:28.000Z,26,7,Swain,50,11,5,9,65896,46583,94188,13804,3,Riftmaker,Liandry's Anguish,Cloak of Starry Night,Morellonomicon,Rod of Ages,Seraph's Embrace,Mind to Matter,Bread And Butter,Ultimate Unstoppable,Juice Press,0,18
NA1_5330318261,2025-07-22T11:03:28.000Z,26,8,Chogath,31,3,6,2,16081,11240,29172,7012,8,Guardian's Horn,Mercury's Treads,Shield of Molten Stone,Fimbulwinter,Hollow Radiance,Spirit Visage,Frozen Foundations,Scopier Weapons,,,0,13
NA1_5330318261,2025-07-22T11:03:28.000Z,26,9,Swain,50,11,6,3,50336,39206,61839,10846,6,Guardian's Horn,Plated Steelcaps,Locket of the Iron Solari,"Jak'Sho, The Protean",Sunfire Aegis,Cloak of Starry Night,Desecrator,Bread And Jam,Buff Buddies,,0,16
NA1_5330318261,2025-07-22T11:03:28.000Z,26,10,Aurora,893,8,8,4,75042,56507,37340,14335,5,Everfrost,Zhonya's Hourglass,Liandry's Anguish,Rabadon's Deathcap,Void Staff,Shadowflame,Tank It Or Leave It,Quest: Urf's Champion,Shadow Runner,Firefox,0,17
NA1_5330318261,2025-07-22T11:03:28.000Z,26,11,Rell,526,5,9,7,17715,14187,32834,12808,5,Ionian Boots of Lucidity,"Jak'Sho, The Protean",Knight's Vow,Unending Despair,Hollow Radiance,Arcane Sweeper,Contract Killer,Impassable,Slap Around,Ocean Soul,0,17
NA1_5330318261,2025-07-22T11:03:28.000Z,26,12,Akali,84,17,6,2,100380,61113,45182,11515,4,Guardian's Orb,Sorcerer's Shoes,Hextech Rocketbelt,Innervating Locket,Rod of Ages,Rabadon's Deathcap,Don't Chase,Marksmage,Transmute: Gold,Goredrink,0,18
NA1_5330318261,2025-07-22T11:03:28.000Z,26,13,Mordekaiser,82,8,3,15,84365,51785,56995,16541,1,Rylai's Crystal Scepter,Liandry's Anguish,Dragonheart,Heartsteel,Unending Despair,Spirit Visage,Infernal Soul,Apex Inventor,Ultimate Unstoppable,Serve Beyond Death,1,18
NA1_5330318261,2025-07-22T11:03:28.000Z,26,14,Nocturne,56,9,12,9,66373,52993,41580,13772,3,Serylda's Grudge,Voltaic Cyclosword,Duskblade of Draktharr,Edge of Night,Opportunity,Hellfire Hatchet,Transmute: Gold,Shrink Ray,Deft,Numb to Pain,0,18
NA1_5330318261,2025-07-22T11:03:28.000Z,26,15,Malzahar,90,6,14,6,65573,43662,45825,18769,2,Seraph's Embrace,Rabadon's Deathcap,Pyromancer's Cloak,Blackfire Torch,Luden's Companion,Rylai's Crystal Scepter,Executioner,Big Brain,Fallen Aegis,Overflow,0,18
NA1_5330318261,2025-07-22T11:03:28.000Z,26,16,Nasus,75,9,6,5,88868,56348,83379,17262,2,Unending Despair,Gargoyle Stoneplate,Black Hole Gauntlet,Heartsteel,"Jak'Sho, The Protean",Sunfire Aegis,Tank Engine,Celestial Body,Heavy Hitter,Typhoon,0,18
NA1_5330313475,2025-07-22T10:34:29.381Z,24,1,Leona,89,2,7,13,27899,19678,68861,13500,5,Guardian's Horn,Mercury's Treads,Unending Despair,Heartsteel,Overlord's Bloodmail,Warmog's Armor,Quest: Steel Your Heart,Restart,We'll Be Right Back,Celestial Body,0,17
NA1_5330313475,2025-07-22T10:34:29.381Z,24,2,Smolder,901,15,7,1,87998,63315,40055,12003,5,Boots of Swiftness,Fulmination,Rapid Firecannon,Infinity Edge,Mortal Reminder,Guardian's Blade,Rabble Rousing,Soul Siphon,Transmute: Prismatic,Defensive Maneuvers,0,17
NA1_5330313475,2025-07-22T10:34:29.381Z,24,3,Lulu,117,3,7,9,29387,20292,35016,10753,4,Redemption,Locket of the Iron Solari,Empyrean Promise,Ionian Boots of Lucidity,Dawncore,Liandry's Anguish,Restart,Dark Blessing,OK Boomerang,Eureka,0,17
NA1_5330313475,2025-07-22T10:34:29.381Z,24,4,Warwick,19,10,5,11,66160,30189,37550,16500,1,Fulmination,Arcane Sweeper,,,,,Recursion,Bread And Butter,Scopiest Weapons,Thread the Needle,1,18
NA1_5330313475,2025-07-22T10:34:29.381Z,24,5,Caitlyn,51,14,4,9,230877,88983,28418,20000,1,Opportunity,Hamstringer,Gargoyle Stoneplate,Infinity Edge,Bloodthirster,Serylda's Grudge,Critical Healing,Shrink Ray,Stats on Stats on Stats!,Lightning Strikes,1,18
NA1_5330313475,2025-07-22T10:34:29.381Z,24,6,DrMundo,36,4,5,9,123826,41821,61237,15000,3,Thornmail,Radiant Virtue,Heartsteel,Sunfire Aegis,The Golden Spatula,Unending Despair,Quest: Urf's Champion,Holy Fire,Accelerating Sorcery,Infernal Soul,0,18
NA1_5330313475,2025-07-22T10:34:29.381Z,24,7,Kaisa,145,11,10,2,202991,53280,37019,13500,3,Runaan's Hurricane,Zephyr,Infinity Edge,Lord Dominik's Regards,Blade of The Ruined King,Galeforce,Thread the Needle,Symbiotic Mutation,Tap Dancer,Serve Beyond Death,0,18
NA1_5330313475,2025-07-22T10:34:29.381Z,24,8,Sylas,517,13,6,4,92446,73550,79259,24506,2,Rod of Ages,Detonation Orb,Cosmic Drive,Innervating Locket,Riftmaker,Rabadon's Deathcap,Bread And Jam,Outlaw's Grit,Giant Slayer,Combo Master,0,18
NA1_5330313475,2025-07-22T10:34:29.381Z,24,9,Renekton,58,11,5,3,52249,49370,65312,10750,4,Guardian's Blade,Ravenous Hydra,Plated Steelcaps,Hemomancer's Helm,Thornmail,Blade of The Ruined King,Bread And Butter,Transmute: Prismatic,Holy Fire,Symphony of War,0,17
NA1_5330313475,2025-07-22T10:34:29.381Z,24,10,Alistar,12,0,7,0,12727,6199,13460,6250,8,Cruelty,Arcane Sweeper,,,,,Divine Intervention,Stats on Stats!,,,0,12
NA1_5330313475,2025-07-22T10:34:29.381Z,24,11,Lulu,117,2,6,4,37552,18806,20949,10245,7,Guardian's Hammer,Berserker's Greaves,Blade of The Ruined King,Kraken Slayer,Runaan's Hurricane,Infinity Edge,From Beginning to End,Soul Siphon,Vulnerability,,0,15
NA1_5330313475,2025-07-22T10:34:29.381Z,24,12,Vayne,67,5,9,2,69198,15302,22136,9500,7,Galeforce,Berserker's Greaves,Guardian's Hammer,Blade of The Ruined King,Guinsoo's Rageblade,Kraken Slayer,Quest: Urf's Champion,Lightning Strikes,Outlaw's Grit,,0,15
NA1_5330313475,2025-07-22T10:34:29.381Z,24,13,Belveth,200,5,7,3,261510,28448,25685,11753,6,Berserker's Greaves,Randuin's Omen,Reaper's Toll,Blade of The Ruined King,Guinsoo's Rageblade,Thornmail,Deathtouch,Shrink Ray,Chain Lightning,,0,15
NA1_5330313475,2025-07-22T10:34:29.381Z,24,14,Aphelios,523,2,8,0,43905,19689,17398,6250,8,Hamstringer,Infinity Edge,Bloodthirster,Guardian's Hammer,Berserker's Greaves,Arcane Sweeper,Stats on Stats!,Flashy,,,0,12
NA1_5330313475,2025-07-22T10:34:29.381Z,24,15,Zed,238,5,10,9,95711,44179,44188,15500,2,Infinity Edge,Overlord's Bloodmail,Demon King's Crown,Death's Dance,Heartsteel,Hellfire Hatchet,Quest: Steel Your Heart,Apex Inventor,Jeweled Gauntlet,Vulnerability,0,18
NA1_5330313475,2025-07-22T10:34:29.381Z,24,16,Sett,875,6,5,4,75302,25354,44572,12750,6,Overlord's Bloodmail,Heartsteel,Black Hole Gauntlet,Flesheater,Divine Sunderer,Ionian Boots of Lucidity,The Brutalizer,Dawnbringer's Resolve,Gamba Anvil,,0,15
NA1_5330299061,2025-07-22T09:08:41.310Z,21,1,Kayn,141,6,6,4,67703,15490,39104,11360,5,Guardian's Blade,Mercury's Treads,Hemomancer's Helm,Black Cleaver,Eclipse,Spear of Shojin,Bread And Butter,Center of the Universe,Jeweled Gauntlet,Transmute: Gold,0,16
NA1_5330299061,2025-07-22T09:08:41.310Z,21,2,Zed,238,6,7,5,51075,30449,20186,10300,7,Prowler's Claw,Ionian Boots of Lucidity,Guardian's Dirk,Edge of Night,Hellfire Hatchet,Duskblade of Draktharr,The Brutalizer,Center of the Universe,Chain Lightning,Numb to Pain,0,15
NA1_5330299061,2025-07-22T09:08:41.310Z,21,3,Lillia,876,5,6,6,27421,20832,25130,10250,7,Bloodletter's Curse,Sorcerer's Shoes,Runecarver,Liandry's Anguish,Rylai's Crystal Scepter,Riftmaker,Bread And Cheese,Center of the Universe,Can't Touch This,Frost Wraith,0,15
NA1_5330299061,2025-07-22T09:08:41.310Z,21,4,Draven,119,9,8,4,75452,30144,34537,13171,3,Guardian's Hammer,Berserker's Greaves,Hamstringer,Infinity Edge,Immortal Shieldbow,"Jak'Sho, The Protean",Soul Siphon,Center of the Universe,Slow Cooker,Juice Press,0,17
NA1_5330299061,2025-07-22T09:08:41.310Z,21,5,Tryndamere,23,10,5,4,97198,32205,28630,11035,6,Blade of The Ruined King,Berserker's Greaves,Darksteel Talons,Lord Dominik's Regards,Yun Tal Wildarrows,Wit's End,Firebrand,Center of the Universe,Dual Wield,Don't Chase,0,16
NA1_5330299061,2025-07-22T09:08:41.310Z,21,6,Malphite,54,4,5,6,47196,17500,32739,11560,6,"Jak'Sho, The Protean",Mercury's Treads,Darksteel Talons,Heartsteel,Thornmail,Sunfire Aegis,Divine Intervention,Center of the Universe,Dreadbringer,Now You See Me,0,16
NA1_5330299061,2025-07-22T09:08:41.310Z,21,7,Pantheon,80,13,5,5,137959,72997,44223,19938,1,Spectral Cutlass,Mercury's Treads,Profane Hydra,Duskblade of Draktharr,Voltaic Cyclosword,Hellfire Hatchet,Bread And Cheese,Center of the Universe,Tank Engine,Goredrink,1,18
NA1_5330299061,2025-07-22T09:08:41.310Z,21,8,Pyke,555,6,7,9,91241,33914,42982,17004,1,Prowler's Claw,Profane Hydra,Hellfire Hatchet,Axiom Arc,Hubris,Voltaic Cyclosword,With Haste,Center of the Universe,Gamba Anvil,Mind to Matter,1,18
NA1_5330299061,2025-07-22T09:08:41.310Z,21,9,Annie,1,7,7,5,62449,46984,30557,11768,4,Guardian's Shroud,Sorcerer's Shoes,Pyromancer's Cloak,Liandry's Anguish,Blackfire Torch,Sunfire Aegis,Bread And Jam,Center of the Universe,Spellwake,Mountain Soul,0,17
NA1_5330299061,2025-07-22T09:08:41.310Z,21,10,Yunara,804,0,6,1,36530,8673,13297,6306,8,Guardian's Hammer,Berserker's Greaves,Hextech Gunblade,Twilight's Edge,Perplexity,Arcane Sweeper,Quest: Three Sacred Treasures,Center of the Universe,Tap Dancer,,0,12
NA1_5330299061,2025-07-22T09:08:41.310Z,21,11,Veigar,45,2,6,0,29831,9235,11284,6256,8,Guardian's Orb,Sorcerer's Shoes,Runecarver,Luden's Companion,Rite Of Ruin,Arcane Sweeper,Magic Missile,Center of the Universe,Jeweled Gauntlet,,0,12
NA1_5330299061,2025-07-22T09:08:41.310Z,21,12,Talon,91,6,7,5,132809,36724,25634,10812,5,Profane Hydra,Regicide,Serylda's Grudge,Ionian Boots of Lucidity,Guardian's Dirk,Guardian Angel,Transmute: Prismatic,Center of the Universe,Stats on Stats on Stats!,Firefox,0,16
NA1_5330299061,2025-07-22T09:08:41.310Z,21,13,Lux,99,5,7,7,47270,33522,24519,10760,4,Guardian's Orb,Sorcerer's Shoes,Cruelty,Luden's Companion,Malignance,Rabadon's Deathcap,Marksmage,Center of the Universe,Transmute: Chaos,Parasitic Mutation,0,17
NA1_5330299061,2025-07-22T09:08:41.310Z,21,14,Malzahar,90,7,8,12,75328,59727,74169,16050,2,Blackfire Torch,Sorcerer's Shoes,Pyromancer's Cloak,Liandry's Anguish,Malignance,Demonic Embrace,Big Brain,Center of the Universe,Wisdom of Ages,Serve Beyond Death,0,26
NA1_5330299061,2025-07-22T09:08:41.310Z,21,15,Brand,63,12,7,5,121281,41200,46003,18060,2,Wordless Promise,Liandry's Anguish,Pyromancer's Cloak,Rylai's Crystal Scepter,Rod of Ages,Stormsurge,Phenomenal Evil,Center of the Universe,Infernal Conduit,Tormentor,0,18
NA1_5330299061,2025-07-22T09:08:41.310Z,21,16,Neeko,518,6,7,7,37062,33871,32242,12002,3,Sorcerer's Shoes,Wooglet's Witchcap,Pyromancer's Cloak,Liandry's Anguish,Malignance,Arcane Sweeper,Magic Missile,Center of the Universe,Quest: Wooglet's Witchcap,ADAPt,0,17
NA1_5330291613,2025-07-22T08:40:27.371Z,25,1,Jinx,222,10,8,6,204970,52162,49654,25092,3,Galeforce,Darksteel Talons,Reaper's Toll,Yun Tal Wildarrows,Hamstringer,Hexbolt Companion,Dual Wield,Lightning Strikes,Firebrand,Draw Your Sword,0,18
NA1_5330291613,2025-07-22T08:40:27.371Z,25,2,Swain,50,8,5,9,123285,52512,83862,20250,3,Shield of Molten Stone,Demonic Embrace,Lightning Rod,Liandry's Anguish,Malignance,Rabadon's Deathcap,Infernal Conduit,Celestial Body,Dawnbringer's Resolve,Jeweled Gauntlet,0,18
NA1_5330291613,2025-07-22T08:40:27.371Z,25,3,Seraphine,147,0,6,0,15814,10637,15071,5750,8,Heartsteel,Ionian Boots of Lucidity,Pyromancer's Cloak,Rite Of Ruin,Arcane Sweeper,,Circle of Death,Quest: Steel Your Heart,,,0,12
NA1_5330291613,2025-07-22T08:40:27.371Z,25,4,XinZhao,5,10,7,10,103279,53902,78574,28250,1,Mercurial Scimitar,Moonflair Spellblade,Hextech Gunblade,Blade of The Ruined King,Sundered Sky,Divine Sunderer,Symphony of War,Shrink Ray,Rabble Rousing,Transmute: Chaos,1,18
NA1_5330291613,2025-07-22T08:40:27.371Z,25,5,Evelynn,28,14,5,8,162743,92632,27222,28400,2,Rite Of Ruin,Void Staff,Innervating Locket,Lich Bane,Rabadon's Deathcap,Detonation Orb,Doomsayer,Phenomenal Evil,Big Brain,Jeweled Gauntlet,0,18
NA1_5330291613,2025-07-22T08:40:27.371Z,25,6,Ekko,245,9,7,10,181997,49801,52999,29900,2,Wooglet's Witchcap,Detonation Orb,Night Harvester,Moonflair Spellblade,Lich Bane,Nashor's Tooth,Quest: Wooglet's Witchcap,Twice Thrice,Shrink Ray,Dashing,0,18
NA1_5330291613,2025-07-22T08:40:27.371Z,25,7,Mordekaiser,82,5,6,1,50641,24945,44217,9250,6,Sanguine Gift,Guardian's Shroud,Sorcerer's Shoes,Riftmaker,Liandry's Anguish,Spirit Visage,Goliath,Dawnbringer's Resolve,Impassable,,0,15
NA1_5330291613,2025-07-22T08:40:27.371Z,25,8,Kayn,141,0,6,0,14632,10106,17729,6750,8,Hemomancer's Helm,Arcane Sweeper,,,,,Gamba Anvil,Vengeance,,,0,12
NA1_5330291613,2025-07-22T08:40:27.371Z,25,9,Ornn,516,1,7,4,23936,20383,29769,10250,6,Lightning Rod,Arcane Sweeper,,,,,Gamba Anvil,Stats on Stats!,Symbiotic Mutation,,0,15
NA1_5330291613,2025-07-22T08:40:27.371Z,25,10,Kaisa,145,3,7,2,35659,16908,18924,7006,7,Guardian's Blade,Talisman Of Ascension,Sorcerer's Shoes,Luden's Companion,Nashor's Tooth,Arcane Sweeper,Trueshot Prodigy,Twice Thrice,OK Boomerang,,0,14
NA1_5330291613,2025-07-22T08:40:27.371Z,25,11,Azir,268,2,6,3,36792,16099,21680,7000,7,Guardian's Orb,Crown of the Shattered Queen,Berserker's Greaves,Nashor's Tooth,Rylai's Crystal Scepter,Arcane Sweeper,Tap Dancer,With Haste,Stats on Stats!,,0,14
NA1_5330291613,2025-07-22T08:40:27.371Z,25,12,Khazix,121,14,6,8,96382,80274,39166,24625,1,Duskblade of Draktharr,Dragonheart,Voltaic Cyclosword,Hellfire Hatchet,Serpent's Fang,The Collector,Prismatic Egg,Transmute: Prismatic,With Haste,Feel the Burn,1,31
NA1_5330291613,2025-07-22T08:40:27.371Z,25,13,Lux,99,4,5,4,74919,23049,18713,11000,5,Guardian's Orb,Sorcerer's Shoes,Detonation Orb,Rite Of Ruin,Infinity Edge,Shadowflame,Jeweled Gauntlet,Vulnerability,Light Warden,,0,16
NA1_5330291613,2025-07-22T08:40:27.371Z,25,14,Aphelios,523,6,7,4,94012,20262,22210,10750,5,Galeforce,Guardian's Hammer,Darksteel Talons,The Collector,Infinity Edge,Berserker's Greaves,Tap Dancer,Bread And Butter,Summoner Revolution,,0,16
NA1_5330291613,2025-07-22T08:40:27.371Z,25,15,Tryndamere,23,8,5,3,130771,38102,45389,11750,4,Navori Flickerblades,Reaper's Toll,Berserker's Greaves,Infinity Edge,Blade of The Ruined King,Hemomancer's Helm,Symphony of War,Firebrand,Bread And Cheese,Goliath,0,17
NA1_5330291613,2025-07-22T08:40:27.371Z,25,16,Zoe,142,4,5,6,37752,25500,24681,10750,4,Wooglet's Witchcap,Everfrost,Sorcerer's Shoes,Morellonomicon,Lich Bane,Guardian's Orb,Quest: Wooglet's Witchcap,OK Boomerang,Marksmage,Infernal Conduit,0,17
NA1_5330286475,2025-07-22T08:15:38.439Z,27,1,Malphite,54,11,5,9,59787,45721,28941,23270,2,Wooglet's Witchcap,Void Staff,Runecarver,Shadowflame,Detonation Orb,Twin Mask,Big Brain,Quest: Wooglet's Witchcap,Combo Master,Impassable,0,18
NA1_5330286475,2025-07-22T08:15:38.439Z,27,2,Velkoz,161,10,9,2,57791,43358,26206,13081,4,Shadowflame,Sorcerer's Shoes,Detonation Orb,Rabadon's Deathcap,Liandry's Anguish,Rite Of Ruin,Phenomenal Evil,Big Brain,Jeweled Gauntlet,Skilled Sniper,0,17
NA1_5330286475,2025-07-22T08:15:38.439Z,27,3,Draven,119,14,5,2,75971,51531,42367,19077,3,Serpent's Fang,Berserker's Greaves,Duskblade of Draktharr,Dragonheart,Blade of The Ruined King,Mortal Reminder,Blood Brother,Lightning Strikes,Omni Soul,Shrink Ray,0,18
NA1_5330286475,2025-07-22T08:15:38.439Z,27,4,FiddleSticks,9,2,6,13,29734,29669,41452,17385,3,Cruelty,Ionian Boots of Lucidity,Force Of Entropy,Rite Of Ruin,Void Staff,Morellonomicon,From Beginning to End,Soul Siphon,Jeweled Gauntlet,Bread And Butter,0,18
NA1_5330286475,2025-07-22T08:15:38.439Z,27,5,Ahri,103,10,6,10,73002,46450,42205,20258,2,Perplexity,Morellonomicon,Cruelty,Wooglet's Witchcap,Banshee's Veil,The Golden Spatula,Quest: Urf's Champion,Quest: Wooglet's Witchcap,Marksmage,Bread And Cheese,0,18
NA1_5330286475,2025-07-22T08:15:38.439Z,27,6,Zyra,143,6,6,2,22478,21925,19230,9750,5,Sorcerer's Shoes,Guardian's Orb,Detonation Orb,Malignance,Rylai's Crystal Scepter,Rite Of Ruin,Skilled Sniper,Magic Missile,It's Killing Time,,0,15
NA1_5330286475,2025-07-22T08:15:38.439Z,27,7,Ambessa,799,4,6,2,25529,25480,36308,9505,6,Guardian's Blade,Ionian Boots of Lucidity,Hemomancer's Helm,Sundered Sky,Eclipse,Twin Mask,Restart,Numb to Pain,Transmute: Prismatic,,0,15
NA1_5330286475,2025-07-22T08:15:38.439Z,27,8,Aatrox,266,2,9,4,36279,16483,26856,9500,6,Duskblade of Draktharr,Arcane Sweeper,,,,,The Brutalizer,Mountain Soul,It's Critical,,0,15
NA1_5330286475,2025-07-22T08:15:38.439Z,27,9,Alistar,12,0,6,0,7106,4754,9754,3500,8,Guardian's Shroud,Ionian Boots of Lucidity,Mirage Blade,Arcane Sweeper,,,Apex Inventor,,,,0,10
NA1_5330286475,2025-07-22T08:15:38.439Z,27,10,Zilean,26,0,4,0,6895,6301,8794,3503,8,Guardian's Orb,Ionian Boots of Lucidity,Everfrost,Arcane Sweeper,,,Magic Missile,,,,0,10
NA1_5330286475,2025-07-22T08:15:38.439Z,27,11,Lucian,236,4,9,1,73935,15914,23027,9390,7,Guardian's Hammer,Berserker's Greaves,Regicide,The Collector,Infinity Edge,Lord Dominik's Regards,Transmute: Prismatic,escAPADe,Outlaw's Grit,,0,15
NA1_5330286475,2025-07-22T08:15:38.439Z,27,12,Karthus,30,1,6,3,30478,24275,26895,9264,7,Demonic Embrace,Liandry's Anguish,Void Staff,Malignance,Guardian's Orb,Sorcerer's Shoes,Die Another Day,Witchful Thinking,Transmute: Prismatic,,0,15
NA1_5330286475,2025-07-22T08:15:38.439Z,27,13,Illaoi,420,5,5,8,90845,31021,56518,10628,4,Hextech Gunblade,Mercury's Treads,Hemomancer's Helm,Guardian's Blade,Heartsteel,Overlord's Bloodmail,Demon's Dance,Quest: Steel Your Heart,Slow Cooker,Bread And Cheese,0,17
NA1_5330286475,2025-07-22T08:15:38.439Z,27,14,Seraphine,147,2,6,6,25578,20693,19252,14255,5,Luden's Companion,Ionian Boots of Lucidity,Runecarver,Talisman Of Ascension,Crown of the Shattered Queen,Rabadon's Deathcap,Bread And Butter,Apex Inventor,Defensive Maneuvers,,0,15
NA1_5330286475,2025-07-22T08:15:38.439Z,27,15,Yuumi,350,12,4,12,78158,66427,8976,23523,1,Bloodletter's Curse,Pyromancer's Cloak,Runecarver,Sunfire Aegis,Liandry's Anguish,Flesheater,Light Warden,Dark Blessing,Spellwake,Holy Fire,1,18
NA1_5330286475,2025-07-22T08:15:38.439Z,27,16,Khazix,121,12,5,12,55696,44068,87599,23521,1,Unending Despair,Sunfire Aegis,Force of Nature,Spirit Visage,Abyssal Mask,Lightning Rod,Divine Intervention,Rabble Rousing,Dreadbringer,Dark Blessing,1,18
NA1_5330281351,2025-07-22T07:54:16.593Z,24,1,DrMundo,36,18,3,6,126540,112633,122457,17010,1,Mercury's Treads,Frozen Heart,Dragonheart,Dead Man's Plate,"Jak'Sho, The Protean",Unending Despair,Slime Time,Slow Cooker,Juice Press,Transmute: Prismatic,1,18
NA1_5330281351,2025-07-22T07:54:16.593Z,24,2,Singed,27,6,7,15,41717,37567,42363,20250,1,Wooglet's Witchcap,Liandry's Anguish,Runecarver,Nashor's Tooth,Bloodletter's Curse,Rylai's Crystal Scepter,Witchful Thinking,Quest: Wooglet's Witchcap,Slap Around,Searing Dawn,1,18
NA1_5330281351,2025-07-22T07:54:16.593Z,24,3,Olaf,2,8,6,5,175519,51013,47708,11250,4,Guardian's Hammer,Boots of Swiftness,Hexbolt Companion,Trinity Force,"Jak'Sho, The Protean",Overlord's Bloodmail,Heavy Hitter,Tank Engine,Ice Cold,Transmute: Prismatic,0,17
NA1_5330281351,2025-07-22T07:54:16.593Z,24,4,JarvanIV,59,6,6,1,78230,29785,19097,7000,7,Immortal Shieldbow,Plated Steelcaps,Sword of the Divine,Lord Dominik's Regards,Navori Flickerblades,Arcane Sweeper,Tank It Or Leave It,Prismatic Egg,Light 'em Up!,,0,14
NA1_5330281351,2025-07-22T07:54:16.593Z,24,5,Ornn,516,1,6,5,39139,17189,29395,7000,7,Black Hole Gauntlet,Arcane Sweeper,,,,,Heavy Hitter,Goliath,Transmute: Gold,,0,14
NA1_5330281351,2025-07-22T07:54:16.593Z,24,6,Xayah,498,5,6,5,39793,25939,22703,10000,5,Guardian's Hammer,Berserker's Greaves,Reaper's Toll,Lord Dominik's Regards,Arcane Sweeper,,Typhoon,Tap Dancer,escAPADe,,0,15
NA1_5330281351,2025-07-22T07:54:16.593Z,24,7,Nunu,20,7,6,11,67626,47927,63676,19250,2,Lightning Rod,Randuin's Omen,Pyromancer's Cloak,Liandry's Anguish,"Jak'Sho, The Protean",Shield of Molten Stone,Desecrator,Fey Magic,Frost Wraith,Divine Intervention,0,18
NA1_5330281351,2025-07-22T07:54:16.593Z,24,8,Ryze,13,11,8,6,179078,94558,47662,18510,2,Morellonomicon,Cruelty,Everfrost,Rod of Ages,Seraph's Embrace,Innervating Locket,Overflow,Eureka,Transmute: Gold,Dark Blessing,0,18
NA1_5330281351,2025-07-22T07:54:16.593Z,24,9,JarvanIV,59,6,6,10,69556,39120,84297,14750,3,Mercury's Treads,Titanic Hydra,Galeforce,Overlord's Bloodmail,Cloak of Starry Night,Sword of the Divine,Tank Engine,Dreadbringer,Self Destruct,Celestial Body,0,18
NA1_5330281351,2025-07-22T07:54:16.593Z,24,10,Amumu,32,5,5,5,50981,29850,23546,11250,5,Void Staff,Rabadon's Deathcap,Pyromancer's Cloak,Shadowflame,Morellonomicon,Stormsurge,Dematerialize,Orbital Laser,Clothesline,,0,15
NA1_5330281351,2025-07-22T07:54:16.593Z,24,11,Yunara,804,4,8,4,48028,21354,26466,11250,6,Guardian's Hammer,Berserker's Greaves,Fulmination,Kraken Slayer,Yun Tal Wildarrows,Blade of The Ruined King,Fruits of Your Labor,Draw Your Sword,Leg Day,,0,15
NA1_5330281351,2025-07-22T07:54:16.593Z,24,12,Gnar,150,6,6,3,59697,28130,27568,9750,6,Wit's End,Plated Steelcaps,Reaper's Toll,Blade of The Ruined King,Death's Dance,Black Cleaver,Transmute: Gold,Omni Soul,Typhoon,,0,15
NA1_5330281351,2025-07-22T07:54:16.593Z,24,13,Yunara,804,11,9,5,205761,64466,33264,14000,3,Kraken Slayer,Blade of The Ruined King,Reaper's Toll,Infinity Edge,Runaan's Hurricane,Lord Dominik's Regards,Deft,Symphony of War,Buff Buddies,Shrink Ray,0,18
NA1_5330281351,2025-07-22T07:54:16.593Z,24,14,Chogath,31,2,7,1,18210,11944,32246,7250,8,Guardian's Horn,Plated Steelcaps,Demon King's Crown,Hollow Radiance,Iceborn Gauntlet,Arcane Sweeper,Stats!,Courage of the Colossus,,,0,13
NA1_5330281351,2025-07-22T07:54:16.593Z,24,15,Sejuani,113,1,6,2,35048,21555,30148,6750,8,Plated Steelcaps,Rylai's Crystal Scepter,Cruelty,Rod of Ages,Malignance,Arcane Sweeper,Guilty Pleasure,Goliath,,,0,14
NA1_5330281351,2025-07-22T07:54:16.593Z,24,16,MasterYi,11,6,9,7,196790,50924,35791,11750,4,Twin Mask,Berserker's Greaves,Mirage Blade,Infinity Edge,Guinsoo's Rageblade,Terminus,Blunt Force,Tap Dancer,Goredrink,Scopier Weapons,0,17
